Bethlehem, Bisan, 79.14926831288544
Bethlehem, Haifa, 103.75143197438224
Bethlehem, Hebron, 19.95070645213687
Bethlehem, Jaffa, 58.74965391622041
Bethlehem, Jenin, 69.49909211539492
Bethlehem, Jericho, 31.883039107506452
Bethlehem, Jerusalem, 7.198255147628548
Bethlehem, Lod, 39.793083924996594
Bethlehem, Nablus, 47.41293667545341
Bethlehem, Nazareth, 91.33030340386631
Bethlehem, Ramallah, 17.472556070059873
Bethlehem, Ramla, 41.0060360533967
Bethlehem, Tiberias, 104.36094568370662
Bethlehem, Tulkarm, 58.329534406105296
Bisan, Haifa, 63.49385765457646
Bisan, Hebron, 98.82030098040728
Bisan, Jaffa, 93.26498929285458
Bisan, Jenin, 19.193441718846284
Bisan, Jericho, 68.078445904344605
Bisan, Jerusalem, 71.95945772173256
Bisan, Lod, 82.96790831330239
Bisan, Nablus, 37.62435135573818
Bisan, Nazareth, 29.895509895153708
Bisan, Ramallah, 63.603263369317936
Bisan, Ramla, 86.8051938282141
Bisan, Tiberias, 32.149125972254613
Bisan, Tulkarm, 55.58936685396569
Haifa, Hebron, 117.93791141139612
Haifa, Jaffa, 75.84377583482726
Haifa, Jenin, 46.49384237588138
Haifa, Jericho, 101.42053559682627
Haifa, Jerusalem, 97.9450358284521
Haifa, Lod, 79.7435670755601
Haifa, Nablus, 60.77196132809582
Haifa, Nazareth, 34.77245462427194
Haifa, Ramallah, 86.86361493213431
Haifa, Ramla, 82.63311230489309
Haifa, Tiberias, 59.64760561730004
Haifa, Tulkarm, 46.375326649054706
Hebron, Jaffa, 60.55743121876769
Hebron, Jenin, 87.73252861014348
Hebron, Jericho, 50.32318791077101
Hebron, Jerusalem, 27.004797458007385
Hebron, Lod, 43.90726902390341
Hebron, Nablus, 65.48905891354039
Hebron, Nazareth, 109.17730625695857
Hebron, Ramallah, 35.71295345795208
Hebron, Ramla, 43.32308802928096
Hebron, Tiberias, 123.73057393584739
Hebron, Tulkarm, 71.58582425328864
Jaffa, Jenin, 71.68914395634133
Jaffa, Jericho, 80.66601223531978
Jaffa, Jerusalem, 58.069534160016524
Jaffa, Lod, 36.07585583172792
Jaffa, Nablus, 57.630467834653295
Jaffa, Nazareth, 85.42841120999984
Jaffa, Ramallah, 52.134911999710894
Jaffa, Ramla, 37.888518248932673
Jaffa, Tiberias, 109.8848160933509
Jaffa, Tulkarm, 39.215852772148374
Jenin, Jericho, 57.820556162040035
Jenin, Jerusalem, 62.52894972199377
Jenin, Lod, 63.73749290851423
Jenin, Nablus, 22.243908190581724
Jenin, Nazareth, 26.031196217116126
Jenin, Ramallah, 52.24012186560735
Jenin, Ramla, 67.55894814000472
Jenin, Tiberias, 39.126718179171554
Jenin, Tulkarm, 27.00337519613364
Jericho, Jerusalem, 26.957707762820192
Jericho, Lod, 62.337650637501746
Jericho, Nablus, 44.906780779673056
Jericho, Nazareth, 79.04942974639597
Jericho, Ramallah, 28.67805954319061
Jericho, Ramla, 64.97057440194176
Jericho, Tiberias, 84.20899732500698
Jericho, Tulkarm, 63.39992940737071
Jerusalem, Lod, 39.007118577226755
Jerusalem, Nablus, 40.5560984436281
Jerusalem, Nazareth, 84.42796092441124
Jerusalem, Ramallah, 11.09106398241375
Jerusalem, Ramla, 40.850691737241135
Jerusalem, Tiberias, 97.16621129746486
Jerusalem, Tulkarm, 53.19260823738469
Lod, Nablus, 45.5182207988515
Lod, Nazareth, 81.19476932875793
Lod, Ramallah, 33.66080746998773
Lod, Ramla, 3.8449595994792296
Lod, Tiberias, 102.86174562849328
Lod, Tulkarm, 35.49080078819704
Nablus, Nazareth, 43.92126694536847
Nablus, Ramallah, 30.050807567287094
Nablus, Ramla, 49.3361377030541
Nablus, Tiberias, 59.69231344170798
Nablus, Tulkarm, 25.725732920227316
Nazareth, Ramallah, 73.96208086431108
Nazareth, Ramla, 84.87451243466688
Nazareth, Tiberias, 27.282311399011157
Nazareth, Tulkarm, 46.64355092577305
Ramallah, Ramla, 36.3281404932485
Ramallah, Tiberias, 88.11276199210927
Ramallah, Tulkarm, 42.40238024437549
Ramla, Tiberias, 106.68034233197368
Ramla, Tulkarm, 38.95021332346505
Tiberias, Tulkarm, 70.67631926724815
